ticketId,category,creationDate,device,issueType,priority,severity,status,resolutionDate,customer,resolution_time,creation_day_of_week,creation_month,is_weekend
T4347505,9,2025-01-01 04:35:00,Gateway-CHI-V6500-WH892,82,0,2,Closed,2025-01-01 09:00:00,9905095026,4.416666666666667,2,1,0
T4347509,9,2025-01-01 04:35:00,Switch-PHX-C5000-OU636,213,3,2,Closed,2025-01-03 03:25:12,9905033957,46.836666666666666,2,1,0
T4347515,9,2025-01-01 04:45:00,Gateway-CHI-V6500-WH892,267,0,2,Closed,2025-01-01 09:04:42,9905095026,4.328333333333333,2,1,0
T4347517,9,2025-01-01 04:45:00,Controller-NYC-S8500-SZ908,79,0,2,Closed,2025-01-01 08:39:55,9907339680,3.915277777777778,2,1,0
T4347524,5,2025-01-01 05:00:55,Controller-LAX-M3000-WE650,66,0,2,Closed,2025-01-01 09:00:00,9902545038,3.984722222222222,2,1,0
T4347525,5,2025-01-01 05:05:00,Switch-MIA-M3000-FY324,66,0,2,Closed,2025-01-01 09:40:16,9902545038,4.587777777777778,2,1,0
T4347527,9,2025-01-01 05:00:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 09:00:00,9905491301,4.0,2,1,0
T4347541,3,2025-01-01 05:30:00,AccessPoint-DEN-S8500-PE805,54,0,2,Closed,2025-01-01 11:00:00,9905094222,5.5,2,1,0
T4347544,9,2025-01-01 05:35:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 09:00:00,9905491301,3.4166666666666665,2,1,0
T4347548,9,2025-01-01 05:40:00,Router-ATL-V6500-SY426,171,3,2,Closed,2025-01-03 17:16:09,9902641725,59.6025,2,1,0
T4347557,9,2025-01-01 06:00:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 09:38:34,9905491301,3.642777777777778,2,1,0
T4347558,9,2025-01-01 06:00:00,Modem-NYC-S8500-YE944,0,0,2,Closed,2025-01-01 11:00:00,9905095026,5.0,2,1,0
T4347567,9,2025-01-01 06:15:00,Gateway-CHI-V6500-WH892,267,0,2,Closed,2025-01-01 12:13:23,9905095026,5.973055555555556,2,1,0
T4347574,9,2025-01-01 06:30:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 11:00:00,9905491301,4.5,2,1,0
T4347575,9,2025-01-01 06:30:00,Gateway-CHI-V6500-WH892,267,0,2,Closed,2025-01-01 12:00:00,9905095026,5.5,2,1,0
T4347597,9,2025-01-01 06:55:00,Controller-DFW-M3000-RX892,8,0,2,Closed,2025-01-01 12:00:00,9907339680,5.083333333333333,2,1,0
T4347610,9,2025-01-01 07:30:00,Controller-DFW-M3000-RX892,8,0,2,Closed,2025-01-01 13:00:00,9907339680,5.5,2,1,0
T4347614,9,2025-01-01 07:35:00,Controller-NYC-S8500-SZ908,79,0,2,Closed,2025-01-01 10:00:00,9907339680,2.4166666666666665,2,1,0
T4347618,9,2025-01-01 07:40:00,Gateway-CHI-V6500-WH892,82,0,2,Closed,2025-01-01 12:00:00,9905095026,4.333333333333333,2,1,0
T4347634,2,2025-01-01 07:55:00,Switch-BOS-R9000-VF720,39,3,2,Closed,2025-01-02 09:00:00,9902368075,25.083333333333332,2,1,0
T4347637,3,2025-01-01 08:05:00,Node-CHI-R9000-BR539,70,0,2,Closed,2025-01-01 12:00:00,9905125606,3.9166666666666665,2,1,0
T4347648,9,2025-01-01 08:25:00,Gateway-CHI-V6500-WH892,82,0,2,Closed,2025-01-01 12:14:34,9905095026,3.826111111111111,2,1,0
T4347655,9,2025-01-01 08:35:00,Server-BOS-M3000-IA439,38,3,2,Closed,2025-01-02 10:00:00,9911286299,25.416666666666668,2,1,0
T4347660,9,2025-01-01 08:40:00,Router-SEA-T4500-OP801,12,3,2,Closed,2025-01-02 09:00:00,9905095026,24.333333333333332,2,1,0
T4347661,9,2025-01-01 08:40:00,Server-NYC-R9000-SR880,63,3,2,Closed,2025-01-02 13:00:00,9902641725,28.333333333333332,2,1,0
T4347678,2,2025-01-01 09:00:00,AccessPoint-LAX-C5000-ZM107,62,3,2,Closed,2025-01-02 07:38:39,9902394348,22.644166666666667,2,1,0
T4347679,3,2025-01-01 09:00:00,Firewall-ATL-Z2500-UZ760,47,0,2,Closed,2025-01-01 16:00:00,9902545038,7.0,2,1,0
T4347684,9,2025-01-01 09:15:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 13:00:00,9905491301,3.75,2,1,0
T4347691,9,2025-01-01 09:30:00,Gateway-CHI-V6500-WH892,46,0,2,Closed,2025-01-01 14:48:00,9905095026,5.3,2,1,0
T4347692,9,2025-01-01 09:25:00,Firewall-CHI-Z2500-KL404,25,3,2,Closed,2025-01-02 09:00:00,9905095026,23.583333333333332,2,1,0
T4347698,9,2025-01-01 09:35:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 13:00:00,9905491301,3.4166666666666665,2,1,0
T4347717,9,2025-01-01 10:00:00,Server-CHI-S8500-JD183,32,3,2,Closed,2025-01-02 16:00:00,9902641725,30.0,2,1,0
T4347720,9,2025-01-01 10:05:00,Controller-DFW-M3000-RX892,8,0,2,Closed,2025-01-01 15:58:06,9907339680,5.885,2,1,0
T4347724,9,2025-01-01 10:15:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 14:35:54,9905491301,4.348333333333334,2,1,0
T4347734,9,2025-01-01 10:40:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 15:14:18,9905491301,4.571666666666666,2,1,0
T4347735,9,2025-01-01 10:40:00,Gateway-SEA-R9000-BC149,361,3,2,Closed,2025-01-02 09:00:00,9905095026,22.333333333333332,2,1,0
T4347741,9,2025-01-01 10:50:00,Firewall-DFW-C5000-XN129,8,0,2,Closed,2025-01-01 16:00:00,9905221161,5.166666666666667,2,1,0
T4347757,9,2025-01-01 11:10:00,Gateway-CHI-V6500-WH892,267,0,2,Closed,2025-01-01 15:00:00,9905095026,3.8333333333333335,2,1,0
T4347758,9,2025-01-01 11:15:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 15:00:00,9905491301,3.75,2,1,0
T4347760,9,2025-01-01 11:15:00,Firewall-DFW-C5000-XN129,8,0,2,Closed,2025-01-01 17:00:00,9905221161,5.75,2,1,0
T4347764,9,2025-01-01 11:20:00,Controller-DFW-M3000-RX892,8,0,2,Closed,2025-01-01 16:00:00,9907339680,4.666666666666667,2,1,0
T4347770,9,2025-01-01 11:30:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 15:00:00,9905491301,3.5,2,1,0
T4347774,9,2025-01-01 11:35:00,Gateway-CHI-V6500-WH892,88,0,2,Closed,2025-01-01 15:00:00,9905095026,3.4166666666666665,2,1,0
T4347785,9,2025-01-01 11:50:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 15:00:00,9905491301,3.1666666666666665,2,1,0
T4347788,9,2025-01-01 12:05:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 16:00:00,9905491301,3.9166666666666665,2,1,0
T4347792,9,2025-01-01 12:15:00,Gateway-CHI-V6500-WH892,267,0,2,Closed,2025-01-01 17:45:24,9905095026,5.506666666666667,2,1,0
T4347793,9,2025-01-01 12:15:00,Firewall-DFW-C5000-XN129,8,0,2,Closed,2025-01-01 17:00:00,9905221161,4.75,2,1,0
T4347794,9,2025-01-01 12:20:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 15:36:39,9905491301,3.2775,2,1,0
T4347799,9,2025-01-01 12:35:00,Gateway-CHI-V6500-WH892,30,3,2,Closed,2025-01-02 21:40:05,9905095026,33.084722222222226,2,1,0
T4347805,9,2025-01-01 12:45:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-01 17:00:00,9905491301,4.25,2,1,0
T4347810,9,2025-01-01 12:55:00,Gateway-CHI-V6500-WH892,82,0,2,Closed,2025-01-01 16:00:00,9905095026,3.0833333333333335,2,1,0
T4347821,9,2025-01-01 13:20:00,Hub-SEA-M3000-SJ762,31,0,2,Closed,2025-01-01 18:58:11,9902641725,5.636388888888889,2,1,0
T4347825,9,2025-01-01 13:35:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-02 09:00:00,9905491301,19.416666666666668,2,1,0
T4347849,9,2025-01-01 14:20:00,Firewall-NYC-R9000-GR380,88,0,2,Closed,2025-01-01 17:00:00,9907339680,2.6666666666666665,2,1,0
T4347856,9,2025-01-01 14:35:00,AccessPoint-NYC-X1000-LS152,11,0,2,Closed,2025-01-02 09:00:00,9905033957,18.416666666666668,2,1,0
T4347870,9,2025-01-01 14:50:00,Hub-SEA-M3000-SJ762,31,0,2,Closed,2025-01-02 09:00:00,9902641725,18.166666666666668,2,1,0
T4347884,9,2025-01-01 15:30:00,Firewall-DFW-C5000-XN129,8,0,2,Closed,2025-01-02 09:00:00,9905221161,17.5,2,1,0
T4347914,9,2025-01-01 16:50:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-02 09:00:00,9905491301,16.166666666666668,2,1,0
T4347918,5,2025-01-01 17:00:33,Hub-LAX-C5000-QQ192,99,3,2,Closed,2025-01-02 20:21:59,9902545038,27.357222222222223,2,1,0
T4347919,5,2025-01-01 17:00:42,Controller-DFW-C5000-TW479,99,3,1,Closed,2025-01-02 17:01:42,9902545038,24.016666666666666,2,1,0
T4347949,9,2025-01-01 18:10:00,Server-BOS-R9000-JG649,8,0,2,Closed,2025-01-02 09:00:00,9905221161,14.833333333333334,2,1,0
T4347954,9,2025-01-01 18:20:00,Router-DFW-C5000-IN809,64,3,2,Closed,2025-01-03 09:00:00,9902641727,38.666666666666664,2,1,0
T4347959,9,2025-01-01 18:35:00,Router-PHX-R9000-VP270,86,0,2,Closed,2025-01-02 09:00:00,9907339680,14.416666666666666,2,1,0
T4347963,5,2025-01-01 19:00:46,Hub-LAX-C5000-QQ192,225,3,1,Closed,2025-01-03 09:00:00,9902545038,37.98722222222222,2,1,0
T4347967,9,2025-01-01 18:55:00,AccessPoint-NYC-X1000-LS152,11,0,2,Closed,2025-01-01 22:29:57,9905033957,3.5825,2,1,0
T4347971,9,2025-01-01 19:04:20,Hub-CHI-T4500-XX382,34,0,2,Closed,2025-01-02 00:11:59,9905033957,5.1275,2,1,0
T4347996,9,2025-01-01 20:06:03,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-02 09:00:00,9907339680,12.899166666666666,2,1,0
T4348002,9,2025-01-01 20:15:00,Switch-DEN-V6500-YY635,70,3,2,Closed,2025-01-03 09:00:00,9905095026,36.75,2,1,0
T4348006,9,2025-01-01 20:20:00,Node-CHI-C5000-GB110,25,3,2,Closed,2025-01-02 16:00:00,9905033957,19.666666666666668,2,1,0
T4348050,9,2025-01-01 22:15:00,Hub-SEA-M3000-SJ762,31,0,2,Closed,2025-01-02 09:00:00,9902641725,10.75,2,1,0
T4348051,9,2025-01-01 22:22:00,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-02 09:00:00,9907339680,10.633333333333333,2,1,0
T4348151,9,2025-01-01 23:40:00,Controller-NYC-R9000-GV366,34,3,2,Closed,2025-01-03 09:00:00,9902641727,33.333333333333336,2,1,0
T4348192,9,2025-01-02 00:45:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-02 09:00:00,9905491301,8.25,3,1,0
T4348197,9,2025-01-02 00:50:00,Hub-SEA-M3000-SJ762,31,0,2,Closed,2025-01-02 09:00:00,9902641725,8.166666666666666,3,1,0
T4348214,9,2025-01-02 01:19:47,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-02 09:00:00,9907339680,7.670277777777778,3,1,0
T4348217,9,2025-01-02 01:30:27,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-02 09:00:00,9907339680,7.4925,3,1,0
T4348223,3,2025-01-02 01:40:00,Firewall-ATL-Z2500-UZ760,47,0,2,Closed,2025-01-02 07:59:23,9902545038,6.323055555555555,3,1,0
T4348251,9,2025-01-02 02:45:00,Router-PHX-R9000-VP270,86,0,2,Closed,2025-01-02 09:00:00,9907339680,6.25,3,1,0
T4348266,9,2025-01-02 03:15:00,Router-PHX-R9000-VP270,86,0,2,Closed,2025-01-02 09:00:00,9907339680,5.75,3,1,0
T4348301,9,2025-01-02 04:40:00,Hub-DFW-V6500-VF184,93,0,2,Closed,2025-01-02 09:00:00,9905115778,4.333333333333333,3,1,0
T4348305,9,2025-01-02 04:50:00,AccessPoint-NYC-X1000-LS152,93,0,2,Closed,2025-01-02 10:00:00,9905033957,5.166666666666667,3,1,0
T4348306,5,2025-01-02 05:00:20,Controller-LAX-M3000-WE650,66,0,2,Closed,2025-01-02 08:23:02,9902545038,3.3783333333333334,3,1,0
T4348307,5,2025-01-02 05:00:21,Controller-LAX-M3000-WE650,66,0,2,Closed,2025-01-02 09:00:00,9902545038,3.9941666666666666,3,1,0
T4348309,5,2025-01-02 05:05:00,Switch-MIA-M3000-FY324,66,0,2,Closed,2025-01-02 08:49:45,9902545038,3.745833333333333,3,1,0
T4348312,9,2025-01-02 05:00:00,Modem-BOS-C5000-HI950,97,3,2,Closed,2025-01-03 09:00:00,9905033957,28.0,3,1,0
T4348315,9,2025-01-02 05:12:26,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-02 10:11:00,9907339680,4.976111111111111,3,1,0
T4348320,9,2025-01-02 05:25:07,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-02 10:00:00,9907339680,4.581388888888889,3,1,0
T4348324,2,2025-01-02 05:28:27,Firewall-ATL-V6500-QX646,33,0,2,Closed,2025-01-02 09:42:14,9902642581,4.229722222222223,3,1,0
T4348335,9,2025-01-02 05:50:00,Controller-DEN-R9000-HO967,8,0,2,Closed,2025-01-02 11:00:00,9905095026,5.166666666666667,3,1,0
T4348341,9,2025-01-02 06:05:00,Controller-DEN-R9000-HO967,8,0,2,Closed,2025-01-02 12:00:00,9905095026,5.916666666666667,3,1,0
T4348353,9,2025-01-02 06:35:00,Server-CHI-C5000-BY469,8,0,2,Closed,2025-01-02 10:00:00,9905221161,3.4166666666666665,3,1,0
T4348360,9,2025-01-02 06:55:00,Switch-SEA-V6500-UZ104,85,0,2,Closed,2025-01-02 10:45:10,9907339680,3.8361111111111112,3,1,0
T4348361,9,2025-01-02 06:55:00,Router-PHX-R9000-VP270,86,0,2,Closed,2025-01-02 11:18:26,9907339680,4.390555555555555,3,1,0
T4348363,9,2025-01-02 06:55:00,Controller-BOS-X1000-US308,73,0,2,Closed,2025-01-02 10:00:00,9905049449,3.0833333333333335,3,1,0
T4348380,9,2025-01-02 08:10:00,Hub-SEA-M3000-SJ762,31,0,2,Closed,2025-01-02 12:52:58,9902641725,4.716111111111111,3,1,0
T4348386,9,2025-01-02 08:20:00,Router-PHX-R9000-VP270,86,0,2,Closed,2025-01-02 12:46:34,9907339680,4.442777777777778,3,1,0
T4348398,9,2025-01-02 08:35:00,Controller-DEN-R9000-HO967,8,0,2,Closed,2025-01-02 13:47:59,9905095026,5.216388888888889,3,1,0
T4348414,9,2025-01-02 09:05:00,Server-BOS-R9000-JG649,8,0,2,Closed,2025-01-02 13:00:00,9905221161,3.9166666666666665,3,1,0
T4348417,9,2025-01-02 09:10:00,Node-SEA-P7000-IN646,11,0,2,Closed,2025-01-02 12:41:25,9905033957,3.5236111111111112,3,1,0
T4348423,9,2025-01-02 09:25:00,Controller-DEN-R9000-HO967,8,0,2,Closed,2025-01-02 14:00:00,9905095026,4.583333333333333,3,1,0
T4348426,9,2025-01-02 09:32:08,Node-BOS-V6500-UH753,258,0,2,Closed,2025-01-02 16:26:39,9905049449,6.908611111111111,3,1,0
T4348427,9,2025-01-02 09:30:00,Server-CHI-C5000-BY469,8,0,2,Closed,2025-01-02 15:00:00,9905221161,5.5,3,1,0
T4348436,9,2025-01-02 09:35:00,Modem-MIA-M3000-SE335,23,0,2,Closed,2025-01-02 13:00:00,9905033957,3.4166666666666665,3,1,0
T4348441,9,2025-01-02 09:40:00,Hub-SEA-M3000-SJ762,31,0,2,Closed,2025-01-02 14:06:30,9902641725,4.441666666666666,3,1,0
T4348456,1,2025-01-02 10:04:43,Hub-DFW-C5000-TF995,59,3,2,Closed,2025-01-04 09:00:00,9902545038,46.92138888888889,3,1,0
T4348461,9,2025-01-02 10:03:55,AccessPoint-CHI-R9000-ZB573,359,0,2,Closed,2025-01-02 14:00:00,9905033957,3.9347222222222222,3,1,0
T4348463,9,2025-01-02 10:05:00,Firewall-DFW-C5000-XN129,8,0,2,Closed,2025-01-02 15:00:00,9905221161,4.916666666666667,3,1,0
T4348467,9,2025-01-02 10:12:17,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-02 15:11:58,9907339680,4.994722222222222,3,1,0
T4348471,1,2025-01-02 10:19:24,Hub-DFW-C5000-TF995,59,3,2,Closed,2025-01-04 02:57:24,9902545038,40.63333333333333,3,1,0
T4348487,3,2025-01-02 10:30:00,Node-MIA-Z2500-BT582,23,3,2,Closed,2025-01-03 07:54:02,9905545994,21.400555555555556,3,1,0
T4348491,9,2025-01-02 10:35:00,Firewall-DFW-C5000-XN129,8,0,2,Closed,2025-01-02 15:00:00,9905221161,4.416666666666667,3,1,0
T4348514,2,2025-01-02 10:55:00,Switch-NYC-P7000-OT177,330,3,2,Closed,2025-01-03 14:58:26,9902384875,28.057222222222222,3,1,0
T4348517,9,2025-01-02 11:05:00,Controller-DEN-R9000-HO967,8,0,2,Closed,2025-01-02 17:05:07,9905095026,6.001944444444445,3,1,0
T4348523,5,2025-01-02 11:21:06,Firewall-SEA-V6500-WB751,41,1,2,Closed,2025-01-03 09:00:00,9902545038,21.648333333333333,3,1,0
T4348553,9,2025-01-02 11:40:00,Controller-BOS-X1000-US308,73,0,2,Closed,2025-01-02 15:16:54,9905049449,3.615,3,1,0
T4348574,9,2025-01-02 12:10:00,Controller-DEN-R9000-HO967,8,0,2,Closed,2025-01-02 16:44:48,9905095026,4.58,3,1,0
T4348575,9,2025-01-02 12:10:00,Node-SEA-P7000-IN646,11,0,2,Closed,2025-01-02 15:00:00,9905033957,2.8333333333333335,3,1,0
T4348576,9,2025-01-02 12:10:00,Firewall-DFW-C5000-XN129,81,0,2,Closed,2025-01-02 16:00:00,9905221161,3.8333333333333335,3,1,0
T4348593,9,2025-01-02 12:35:00,Controller-DEN-R9000-HO967,8,0,2,Closed,2025-01-02 17:00:00,9905095026,4.416666666666667,3,1,0
T4348604,9,2025-01-02 12:50:00,Firewall-DFW-C5000-XN129,8,0,2,Closed,2025-01-02 17:08:58,9905221161,4.316111111111111,3,1,0
T4348611,9,2025-01-02 13:00:00,Modem-CHI-Z2500-BL705,341,3,2,Closed,2025-01-03 10:00:00,9902641725,21.0,3,1,0
T4348612,1,2025-01-02 13:07:14,Modem-SEA-M3000-ZT623,96,1,2,Closed,2025-01-03 09:00:00,9957849024,19.879444444444445,3,1,0
T4348613,9,2025-01-02 13:05:00,Controller-DEN-R9000-HO967,8,0,2,Closed,2025-01-03 09:00:00,9905095026,19.916666666666668,3,1,0
T4348618,2,2025-01-02 13:05:00,Controller-CHI-Z2500-DG774,55,3,2,Closed,2025-01-04 09:00:00,9902384881,43.916666666666664,3,1,0
T4348619,9,2025-01-02 13:10:00,Hub-SEA-M3000-SJ762,31,0,2,Closed,2025-01-02 17:00:00,9902641725,3.8333333333333335,3,1,0
T4348621,9,2025-01-02 13:15:00,AccessPoint-NYC-X1000-LS152,11,0,2,Closed,2025-01-02 16:00:00,9905033957,2.75,3,1,0
T4348625,9,2025-01-02 13:20:00,Controller-BOS-X1000-US308,73,0,2,Closed,2025-01-02 17:00:00,9905049449,3.6666666666666665,3,1,0
T4348629,9,2025-01-02 13:27:14,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-03 09:00:00,9907339680,19.54611111111111,3,1,0
T4348630,9,2025-01-02 13:30:00,Gateway-NYC-Z2500-UR949,85,0,2,Closed,2025-01-02 17:00:00,9905491301,3.5,3,1,0
T4348633,9,2025-01-02 13:30:00,Server-BOS-R9000-JG649,8,0,2,Closed,2025-01-02 17:00:00,9905221161,3.5,3,1,0
T4348638,9,2025-01-02 13:40:00,Modem-NYC-S8500-YE944,0,0,2,Closed,2025-01-03 09:00:00,9905095026,19.333333333333332,3,1,0
T4348643,5,2025-01-02 13:50:01,Server-PHX-S8500-BK906,75,3,2,Closed,2025-01-03 09:00:00,9902545038,19.16638888888889,3,1,0
T4348644,9,2025-01-02 13:45:00,Firewall-DFW-C5000-XN129,361,3,2,Closed,2025-01-03 15:00:00,9905221161,25.25,3,1,0
T4348651,9,2025-01-02 13:59:27,Router-PHX-R9000-VP270,92,0,2,Closed,2025-01-02 17:00:00,9907339680,3.0091666666666668,3,1,0
T4348650,1,2025-01-02 14:04:03,Hub-LAX-V6500-ZA332,95,1,2,Closed,2025-01-03 09:00:00,9902545038,18.9325,3,1,0
T4348652,9,2025-01-02 14:00:00,Server-BOS-R9000-JG649,8,0,2,Closed,2025-01-03 09:00:00,9905221161,19.0,3,1,0
T4348656,9,2025-01-02 14:05:00,Modem-CHI-Z2500-BL705,84,0,2,Closed,2025-01-02 17:00:00,9902641725,2.9166666666666665,3,1,0
T4348657,9,2025-01-02 14:10:00,Firewall-DFW-C5000-XN129,12,0,2,Closed,2025-01-03 09:00:00,9905221161,18.833333333333332,3,1,0
T4348675,9,2025-01-02 14:38:54,Gateway-DEN-M3000-CB640,52,3,2,Closed,2025-01-03 13:46:42,9907339680,23.13,3,1,0
T4348681,9,2025-01-02 14:40:00,Switch-DEN-T4500-QS892,64,3,2,Closed,2025-01-03 17:00:00,9907339680,26.333333333333332,3,1,0
T4348692,9,2025-01-02 15:00:00,Modem-NYC-S8500-YE944,0,0,2,Closed,2025-01-03 09:00:00,9905095026,18.0,3,1,0
T4348694,9,2025-01-02 15:05:00,Hub-CHI-M3000-AE392,367,3,2,Closed,2025-01-03 15:00:00,9902641727,23.916666666666668,3,1,0
T4348699,9,2025-01-02 15:10:00,Controller-MIA-S8500-MK357,67,0,2,Closed,2025-01-03 09:00:00,9905033957,17.833333333333332,3,1,0
T4348711,9,2025-01-02 15:40:00,Modem-NYC-S8500-YE944,0,0,2,Closed,2025-01-02 20:23:14,9905095026,4.720555555555555,3,1,0
T4348715,9,2025-01-02 15:48:49,Switch-NYC-M3000-DP159,18,1,2,Closed,2025-01-02 23:18:43,9908460035,7.498333333333333,3,1,0
T4348721,9,2025-01-02 15:50:00,Firewall-DFW-C5000-XN129,8,0,2,Closed,2025-01-03 09:00:00,9905221161,17.166666666666668,3,1,0
T4348723,1,2025-01-02 16:00:27,Hub-DFW-C5000-TF995,59,3,2,Closed,2025-01-04 16:00:00,9902545038,47.9925,3,1,0
T4348730,9,2025-01-02 16:00:00,Modem-NYC-S8500-YE944,0,0,2,Closed,2025-01-03 09:00:00,9905095026,17.0,3,1,0
T4348736,9,2025-01-02 16:05:00,Hub-SEA-M3000-SJ762,31,0,2,Closed,2025-01-03 09:00:00,9902641725,16.916666666666668,3,1,0
T4348739,1,2025-01-02 16:22:27,AccessPoint-CHI-R9000-YW849,59,3,2,Closed,2025-01-04 09:00:00,9902545038,40.62583333333333,3,1,0
T4348744,3,2025-01-02 16:30:00,AccessPoint-DEN-S8500-PE805,54,0,2,Closed,2025-01-03 09:00:00,9905094222,16.5,3,1,0
T4348754,9,2025-01-02 16:50:00,Firewall-NYC-R9000-GR380,88,0,2,Closed,2025-01-02 21:36:37,9907339680,4.776944444444444,3,1,0
T4348753,2,2025-01-02 16:45:00,Gateway-NYC-R9000-DD275,69,3,2,Closed,2025-01-04 09:00:00,9902384881,40.25,3,1,0
T4348755,2,2025-01-02 17:00:23,Router-BOS-C5000-UP457,99,3,2,Closed,2025-01-04 09:00:00,9902641727,39.993611111111115,3,1,0
